,fdc_id,description,food_category_id,protein,fat,carbs,calories
2794,170670,"mars, cocoavia chocolate covered almonds",19,9.51,37.07,50.22,573.0
2795,170671,"ice creams, low carbohydrate, vanilla",19,3.17,12.7,22.23,216.0
2796,170672,"sweeteners, for baking, brown, contains sugar and sucralose",19,0.0,0.0,97.11,388.0
2797,170673,"sweeteners, for baking, contains sugar and sucralose",19,0.0,0.0,99.53,398.0
2798,170674,"sugar, turbinado",19,0.0,0.0,99.8,399.0
2799,170675,"sweeteners, sugar substitute, granulated, brown",19,2.06,0.0,84.77,347.0
2800,170676,m&m mars 3 musketeers truffle crisp,19,6.41,28.85,63.15,538.0
2801,170677,"syrups, chocolate, hershey's sugar free, genuine chocolate flavored, lite syrup",19,2.87,2.03,14.2,43.0
2802,170678,m&m mars pretzel chocolate,19,5.0,15.0,72.94,447.0
2803,170679,"sweetener, herbal extract powder stevia leaf",19,0.0,0.0,100.0,0.0
2804,170680,"hersheys, payday bar",19,13.44,25.0,52.88,490.0
2805,170681,"syrup, nestle, chocolate",19,0.0,0.0,67.21,269.0
2806,170682,"amaranth grain, uncooked",20,13.56,7.02,65.25,371.0
2807,170683,amaranth grain,20,3.8,1.58,18.69,102.0
2808,170684,arrowroot flour,20,0.3,0.1,88.15,357.0
2809,170685,"buckwheat groats, roasted, dry",20,11.73,2.71,74.95,346.0
2810,170686,"buckwheat groats, roasted",20,3.38,0.62,19.94,92.0
2811,170687,"buckwheat flour, groat",20,12.62,3.1,70.59,335.0
2812,170688,"bulgur, dry",20,12.29,1.33,75.87,342.0
2813,170689,"taco with beef, cheese and lettuce, hard shell",21,8.86,12.7,19.85,226.0
2814,170691,"cheeseburger; single, patty, with condiments",21,13.49,12.9,25.46,270.0
2815,170693,"hamburger; single, patty; plain",21,16.52,12.01,31.5,297.0
2816,170694,"hamburger; single, patty; with condiments",21,13.3,10.18,29.57,263.0
2817,170695,"roast beef sandwich, plain",21,15.17,10.3,22.21,244.0
2818,170696,"submarine sandwich, cold on white bread with lettuce and tomato",21,10.52,10.04,20.43,213.0
2819,170697,"onion rings, breaded and fried",21,3.86,25.23,43.58,411.0
2820,170698,"potato, french fried in vegetable oil",21,3.43,14.73,41.44,312.0
2821,170699,"potato, mashed",21,1.65,2.82,14.65,89.0
2822,170700,"burger king, vanilla shake",21,3.19,8.74,19.03,168.0
2823,170701,"school lunch, pizza, big daddy's ls 16"" 51% grain rolled edge turkey pepperoni pizza",21,13.63,9.33,27.35,248.0
2824,170702,"school lunch, pizza, tony's smartpizza grain 4x6 cheese pizza 50/50 cheese",21,12.08,7.51,29.27,233.0
2825,170703,"school lunch, pizza, tony's smartpizza grain 4x6 pepperoni pizza 50/50 cheese",21,12.14,8.19,28.84,238.0
2826,170704,"school lunch, pizza, tony's breakfast pizza sausage",21,10.39,10.04,26.99,240.0
2827,170705,"subway, sweet onion chicken teriyaki sub on white bread with lettuce, tomato and sweet onion sauce",21,10.91,2.37,22.54,155.0
2828,170706,"submarine sandwich, turkey breast on white bread with lettuce and tomato",21,9.12,2.31,22.42,147.0
2829,170707,"submarine sandwich, ham on white bread with lettuce and tomato",21,9.12,2.53,22.91,151.0
2830,170708,"subway, meatball marinara sub on white bread (no toppings)",21,9.77,8.45,26.01,219.0
2831,170709,"submarine sandwich, meatball marinara on white bread",21,9.77,8.45,26.01,219.0
2832,170710,"hamburger, single patty, with condiments",21,15.68,11.6,22.14,256.0
2833,170711,"subway, turkey breast sub on white bread with lettuce and tomato",21,9.12,2.31,22.42,147.0
2834,170712,"subway, black forest ham sub on white bread with lettuce and tomato",21,9.12,2.53,22.91,151.0
2835,170713,"subway, roast beef sub on white bread with lettuce and tomato",21,12.17,2.73,20.34,155.0
2836,170714,"pizza, cheese topping, rising crust",21,12.37,8.78,32.91,260.0
2837,170715,"pizza, meat and vegetable topping, crust",21,11.28,14.43,25.14,276.0
2838,170716,"pizza, meat and vegetable topping, rising crust",21,12.63,11.75,28.78,271.0
2839,170717,"mcdonald's, hamburger",21,12.92,10.09,30.28,264.0
2840,170718,"chicken, breaded and fried, boneless pieces, plain",21,15.92,20.36,14.93,307.0
2841,170719,"mcdonald's, quarter pounder with cheese",21,14.59,14.22,19.95,258.0
2842,170720,"mcdonald's, big mac",21,11.82,14.96,20.08,257.0
2843,170721,"mcdonald's, french fries",21,3.41,15.47,42.58,323.0
2844,170722,"wendy's, classic single hamburger, no cheese",21,12.63,10.6,16.82,213.0
2845,170723,"wendy's, homestyle chicken fillet sandwich",21,13.78,8.1,21.55,214.0
2846,170724,"wendy's, ultimate chicken grill sandwich",21,14.73,5.0,18.88,179.0
2847,170725,"wendy's, chicken nuggets",21,16.46,22.55,14.31,326.0
2848,170726,"wendy's, french fries",21,3.73,14.1,39.73,301.0
2849,170727,"burger king, whopper, no cheese",21,10.74,12.84,18.55,233.0
2850,170728,"burger king, whopper, with cheese",21,11.19,15.33,16.7,250.0
2851,170729,"burger king, double whopper, no cheese",21,13.94,15.66,13.74,252.0
2852,170730,"burger king, double whopper, with cheese",21,14.47,17.06,13.52,266.0
2853,170731,"burger king, chicken strips",21,18.2,15.25,20.49,292.0
2854,170732,"taco bell, soft taco with chicken, cheese and lettuce",21,13.3,6.35,19.69,189.0
2855,170733,"taco bell, soft taco with steak",21,11.81,12.1,17.22,225.0
2856,170734,"taco bell, bean burrito",21,7.35,6.05,31.23,209.0
2857,170735,"taco bell, burrito supreme with beef",21,7.03,6.8,23.37,183.0
2858,170736,"taco bell, taco salad",21,6.69,9.17,15.1,170.0
2859,170737,"kfc, popcorn chicken",21,17.67,21.74,21.18,351.0
2860,170738,"kfc, fried chicken, skin and breading",21,14.17,28.01,18.79,384.0
2861,170739,"kfc, fried chicken, breast, meat, skin and breading removed",21,26.89,4.56,0.0,149.0
2862,170740,"kfc, fried chicken, drumstick, meat, skin and breading removed",21,26.3,7.66,0.11,175.0
2863,170741,"kfc, fried chicken, thigh, meat, skin and breading removed",21,22.78,9.31,0.01,175.0
2864,170742,"kfc, fried chicken, crispy, thigh, meat, skin and breading removed",21,22.41,9.96,0.0,179.0
2865,170743,"kfc, fried chicken, crispy, wing, meat, skin and breading removed",21,28.67,12.13,2.97,236.0
2866,170744,"kfc, fried chicken, breast, meat and skin with breading",21,21.94,13.11,6.28,231.0
2867,170745,"kfc, fried chicken, drumstick, meat and skin with breading",21,22.3,14.22,5.39,239.0
2868,170746,"kfc, fried chicken, crispy, thigh, meat and skin with breading",21,17.17,22.14,10.3,309.0
2869,170747,"kfc, fried chicken, crispy, wing, meat and skin with breading",21,20.8,23.0,11.66,337.0
2870,170748,"popeyes, fried chicken, mild, breast, meat, skin and breading removed",21,28.98,4.52,0.0,157.0
2871,170749,"popeyes, fried chicken, mild, drumstick, meat, skin and breading removed",21,26.51,7.14,0.04,170.0
2872,170750,"popeyes, fried chicken, mild, thigh, meat and skin with breading",21,19.14,20.99,11.2,310.0
2873,170751,"popeyes, fried chicken, mild, wing, meat and skin with breading",21,20.4,22.48,13.52,338.0
2874,170752,"grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",21,17.19,8.05,19.87,220.0
2875,170753,"crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",21,15.38,11.76,22.61,257.0
2876,170754,"fried chicken, wing, meat, skin and breading removed",21,28.77,10.2,2.13,215.0
2877,170755,"fried chicken, skin and breading pieces",21,14.11,29.22,19.56,398.0
2878,170756,"fried chicken, breast, meat and skin and breading",21,23.51,12.44,6.03,230.0
2879,170757,"fried chicken, drumstick, meat and skin with breading",21,21.13,16.92,7.59,267.0
2880,170758,"digiorno pizza, cheese topping, thin crispy crust, baked",21,12.96,9.91,26.47,247.0
2881,170759,"digiorno pizza, pepperoni topping, cheese stuffed crust, baked",21,13.92,11.71,29.46,279.0
2882,170760,"digiorno pizza, pepperoni topping, rising crust, baked",21,12.46,10.11,31.15,265.0
2883,170761,"digiorno pizza, pepperoni topping, thin crispy crust, baked",21,13.22,12.86,28.67,283.0
2884,170762,"food, pizza chain, 14"" pizza, pepperoni topping, thin crust",21,14.01,17.61,29.0,331.0
2885,170763,"taco with beef, cheese and lettuce, soft",21,9.25,9.75,20.23,206.0
2886,170764,"taco with chicken, lettuce and cheese, soft",21,13.3,6.35,19.69,189.0
2887,170765,"quesadilla, with chicken",21,15.05,15.25,24.04,294.0
2888,170766,"domino's 14"" sausage pizza, classic hand-tossed crust",21,11.08,11.2,31.84,273.0
2889,170767,"domino's 14"" sausage pizza, ultimate deep dish crust",21,11.03,12.03,31.17,277.0
2890,170768,"pizza hut 14"" sausage pizza, thin 'n crispy crust",21,13.95,16.9,28.7,323.0
2891,170769,"pizza hut 14"" sausage pizza, hand-tossed crust",21,11.92,13.5,29.39,287.0
2892,170770,"wend'ys, crispy chicken sandwich",21,11.72,13.93,26.36,278.0
2893,170771,"burger king, onion rings",21,3.86,25.23,43.58,417.0
2894,170772,"wendy's, dave's hot 'n juicy 1/4 lb, single",21,13.69,15.8,17.73,268.0
2895,170773,"food, pizza chain, 14"" pizza, cheese topping, stuffed crust",21,12.23,11.63,30.0,274.0
2896,170774,"pizza hut 14"" cheese pizza, stuffed crust",21,12.23,11.63,30.0,274.0
2897,170775,strawberry banana smoothie with ice and low-fat yogurt,21,0.86,0.14,15.05,65.0
2898,170776,"mcdonald's, southern chicken biscuit",21,11.93,14.93,30.56,304.0
2899,170777,"mcdonald's, ranch snack wrap, crispy",21,11.48,15.1,23.22,275.0
2900,170778,"mcdonald's, ranch snack wrap, grilled",21,13.77,10.31,18.43,222.0
2901,170779,"school lunch, pizza, cheese topping, thick crust, grain",21,14.62,9.27,28.08,254.0
2902,170780,"school lunch, pizza, pepperoni topping, thin crust, grain",21,12.78,8.62,31.24,254.0
2903,170781,"school lunch, pizza, pepperoni topping, thick crust, grain",21,14.35,9.82,28.3,259.0
2904,170782,"school lunch, pizza, sausage topping, thin crust, grain",21,12.63,7.83,32.24,250.0
2905,170783,"beef, chuck, ribs, boneless, 0"" fat",13,19.38,10.7,0.29,175.0
2906,170784,"wendy's, double stack, with cheese",21,18.53,16.6,15.35,285.0
2907,170785,"crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",21,11.48,15.1,23.22,275.0
2908,170786,"grilled chicken in tortilla, with lettuce, cheese, and ranch sauce",21,13.77,10.31,18.43,222.0
2909,170787,"breakfast burrito, with egg, cheese, and sausage",21,11.1,15.63,22.97,277.0
2910,170788,"breadstick, soft, with garlic and parmesan cheese",21,12.2,12.88,44.48,343.0
2911,170789,"pizza hut, breadstick, parmesan garlic",21,12.2,12.88,44.48,343.0
2912,170790,"chick-fil-a, chicken sandwich",21,16.28,11.19,20.89,249.0
2913,170791,"arby's, roast beef sandwich, classic",21,15.17,10.3,22.21,242.0
2914,170792,"school lunch, pizza, cheese topping, thin crust, grain",21,12.72,7.91,31.31,247.0
2915,170793,"school lunch, pizza, sausage topping, thick crust, grain",21,13.26,9.07,30.58,257.0
2916,170794,"school lunch, chicken patty, grain breaded",21,17.64,13.93,12.5,246.0
2917,170795,"school lunch, chicken nuggets, grain breaded",21,15.67,12.9,22.86,270.0
2918,170797,"beef, chuck eye country- ribs, boneless, 0"" fat, braised",13,30.95,12.22,0.0,234.0
2919,170800,"beef, chuck eye country- ribs, boneless, 0"" fat",13,20.87,7.67,0.0,152.0
2920,170801,"beef, chuck eye steak, boneless, 0"" fat, grilled",13,27.94,10.79,0.0,209.0
2921,170802,"beef, chuck eye steak, boneless, 0"" fat",13,21.31,8.29,0.0,160.0
2922,170805,"beef, chuck, mock tender steak, boneless, 0"" fat, braised",13,32.96,5.44,0.0,181.0
2923,170807,"beef, chuck, mock tender steak, boneless, 0"" fat",13,21.36,4.6,0.0,127.0
2924,170809,"beef, chuck for stew, and fat",13,21.9,3.99,0.21,124.0
2925,170811,"beef, chuck, steak, boneless, 0"" fat, braised",13,30.91,10.91,0.0,222.0
2926,170813,"beef, chuck, pot roast steak, boneless, and fat, 0"" fat",13,19.17,13.26,0.0,196.0
2927,170816,"beef, chuck, center steak, boneless, denver, and fat, 0"" fat, grilled",13,26.18,13.54,0.21,227.0
2928,170817,"beef, chuck, center steak, boneless, denver, and fat, 0"" fat",13,19.2,10.5,0.09,172.0
2929,170818,"beef, shoulder pot roast steak, boneless, and fat, 0"" fat",13,21.17,5.33,0.07,133.0
2930,170820,"beef, chuck eye roast, boneless, america's beef roast, and fat, 0"" fat, roasted",13,24.63,15.29,0.0,236.0
2931,170821,"beef, chuck, mock tender steak, boneless, and fat, 0"" fat, braised",13,32.07,10.18,0.0,220.0
2932,170824,"beef, chuck, mock tender steak, boneless, and fat, 0"" fat",13,21.13,4.79,0.0,128.0
2933,170825,"beef, chuck, ribs, boneless, and fat, 0"" fat, braised",13,25.81,20.38,0.0,287.0
2934,170826,"beef, chuck, ribs, boneless, and fat, 0"" fat",13,17.48,18.33,0.0,235.0
2935,170829,"beef, chuck eye country- ribs, boneless, and fat, 0"" fat, braised",13,27.16,21.56,0.0,303.0
2936,170831,"beef, chuck eye country- ribs, boneless, and fat, 0"" fat",13,18.97,14.32,0.0,205.0
2937,170834,"beef, chuck eye steak, boneless, and fat, 0"" fat",13,18.86,16.85,0.0,227.0
2938,170836,"beef, rib eye roast, bone-in, lip-on, 1/8"" fat, roasted",13,27.12,13.64,0.0,231.0
2939,170838,"beef, rib eye steak/roast, bone-in, lip-on, 1/8"" fat",13,21.65,7.64,0.0,155.0
2940,170839,"beef, rib eye steak/roast, boneless, lip-on, 1/8"" fat",13,21.99,7.54,0.0,156.0
2941,170842,"beef, rib eye roast, boneless, lip-on, 1/8"" fat, roasted",13,27.87,13.01,0.0,229.0
2942,170843,"cheese, fontina",1,25.6,31.14,1.55,389.0
2943,170844,"cheese, monterey",1,24.48,30.28,0.68,373.0
2944,170845,"cheese, mozzarella, milk",1,22.17,22.14,2.4,299.0
2945,170846,"cheese, mozzarella, milk, low moisture",1,21.6,24.64,2.47,318.0
2946,170847,"cheese, mozzarella, part skim milk",1,24.26,15.92,2.77,254.0
2947,170848,"cheese, parmesan, hard",1,35.75,25.0,3.22,392.0
2948,170849,"cheese, port de salut",1,23.78,28.2,0.57,352.0
2949,170850,"cheese, provolone",1,25.58,26.62,2.14,351.0
2950,170851,"cheese, ricotta, milk",1,7.54,10.18,7.27,150.0
2951,170852,"cheese, tilsit",1,24.41,25.98,1.88,340.0
2952,170853,"cheese, pasteurized process, american, with d",1,18.13,30.71,4.78,366.0
2953,170854,"cheese, pasteurized process, pimento",1,22.13,31.2,1.73,375.0
2954,170855,"cheese, pasteurized process, swiss",1,24.73,25.01,2.1,334.0
2955,170856,"cheese food, cold, american",1,19.66,24.46,8.32,331.0
2956,170857,"cream, fluid, light (coffee cream cream)",1,2.96,19.1,3.66,195.0
2957,170858,"cream, fluid, light whipping",1,2.17,30.91,2.96,292.0
2958,170859,"cream, fluid, heavy whipping",1,2.84,36.08,2.84,340.0
2959,170860,"cream, whipped, cream topping, pressurized",1,3.2,22.22,12.49,257.0
2960,170861,"milk, filled, fluid, with blend of vegetable oils",1,3.33,3.46,4.74,63.0
2961,170862,"milk, filled, fluid, with lauric acid oil",1,3.33,3.4,4.74,63.0
2962,170863,"cheese, american, nonfat fat free",1,21.05,0.0,10.53,126.0
2963,170864,"yogurt, greek, 2% fat, apricot, chobani",1,7.22,1.71,12.15,93.0
2964,170865,"dessert topping, powdered",1,4.9,39.92,52.54,577.0
2965,170866,"dessert topping, powdered, 1.5 ounce with 1/2 cup milk",1,3.61,12.72,17.13,194.0
2966,170867,"dessert topping, pressurized",1,0.98,22.3,16.07,264.0
2967,170868,"dessert topping, semi solid",1,1.25,25.31,23.05,318.0
2968,170869,"sour cream, imitation, cultured",1,2.4,19.52,6.63,208.0
2969,170870,"milk, reduced fat, fluid, 2% milkfat, with nonfat milk and a and d",1,3.48,1.92,4.97,51.0
2970,170871,"milk, reduced fat, fluid, 2% milkfat, protein, with a and d",1,3.95,1.98,5.49,56.0
2971,170872,"milk, lowfat, fluid, 1% milkfat, with a and d",1,3.37,0.97,4.99,42.0
2972,170873,"milk, lowfat, fluid, 1% milkfat, with nonfat milk, a and d",1,3.48,0.97,4.97,43.0
2973,170874,"milk, buttermilk, fluid, cultured, lowfat",1,3.31,1.07,4.79,40.0
2974,170875,"milk, low sodium, fluid",1,3.1,3.46,4.46,61.0
2975,170876,"milk, dry, with d",1,26.32,26.71,38.42,496.0
2976,170877,"milk, dry, nonfat, a and d",1,36.16,0.77,51.98,362.0
2977,170878,"milk, canned, evaporated, nonfat, with a and d",1,7.55,0.2,11.35,78.0
2978,170879,"milk, chocolate, fluid, commercial, with a and d",1,3.17,3.39,10.34,83.0
2979,170880,"milk, chocolate, fluid, commercial, reduced fat, with a and d",1,2.99,1.9,12.13,76.0
2980,170881,"milk, chocolate, lowfat, with a and d",1,3.46,1.11,10.15,64.0
2981,170882,"milk, sheep, fluid",1,5.98,7.0,5.36,108.0
2982,170883,"milk shakes, thick chocolate",1,3.05,2.7,21.15,119.0
2983,170884,"milk shakes, thick vanilla",1,3.86,3.03,17.75,112.0
2984,170885,"whey, acid, fluid",1,0.76,0.09,5.12,24.0
2985,170886,"yogurt, plain, low fat",1,5.25,1.55,7.04,63.0
2986,170887,"yogurt, plain, skim milk",1,5.73,0.18,7.68,56.0
2987,170888,"yogurt, vanilla, low fat.",1,4.93,1.25,13.8,85.0
2988,170889,"yogurt, fruit, low fat,9 g protein/8 oz",1,3.98,1.15,18.64,99.0
2989,170890,"milk dessert bar, lowfat milk",1,4.41,1.47,32.0,147.0
2990,170891,"yogurt, greek, 2% fat, berry blend, chobani",1,8.26,1.83,10.94,93.0
2991,170892,"nutritional supplement for people with diabetes, liquid",1,4.4,3.08,11.88,88.0
2992,170893,"egg, salted, pasteurized",1,10.97,10.07,0.83,138.0
2993,170894,"yogurt, greek, plain, nonfat",1,10.19,0.39,3.6,59.0
2994,170895,"egg, white, dried, stabilized, glucose reduced",1,84.08,0.32,4.51,357.0
2995,170896,"cheese spread, american cheddar cheese base, reduced fat",1,13.41,8.88,10.71,176.0
2996,170897,"cheese, swiss, nonfat fat free",1,28.4,0.0,3.4,127.0
2997,170898,"cheese, mexican, queso cotija",1,20.0,30.0,3.97,366.0
2998,170899,"cheese, cheddar, sharp, sliced",1,24.25,33.82,2.13,410.0
2999,170900,"cheese, mozzarella, low moisture, part-skim, shredded",1,23.63,19.72,8.06,304.0
3000,170901,"yogurt, greek, strawberry, nonfat",1,8.05,0.15,12.07,82.0
3001,170902,"yogurt, greek, vanilla, nonfat",1,8.64,0.18,10.37,78.0
3002,170903,"yogurt, greek, plain, lowfat",1,9.95,1.92,3.94,73.0
3003,170904,"kefir, lowfat, plain, lifeway",1,3.79,1.02,4.77,43.0
3004,170905,"yogurt, greek, fruit, milk",1,7.33,3.0,12.29,106.0
3005,170906,"yogurt, vanilla, non-fat",1,2.94,0.0,17.04,78.0
3006,170907,"yogurt, greek, vanilla, lowfat",1,8.64,2.5,9.54,95.0
3007,170908,"yogurt, other than chocolate, lowfat",1,8.0,2.5,21.0,139.0
3008,170909,"yogurt, greek, 2% fat, pineapple, chobani",1,7.05,1.82,12.27,94.0
3009,170910,"milk, chocolate, lowfat, reduced sugar",1,3.43,1.04,7.68,57.0
3010,170911,"ice cream, lowfat, no sugar, cone, peanuts and chocolate sauce",1,5.33,9.33,40.01,265.0
3011,170912,"yogurt, greek, 2% fat, strawberry banana, chobani",1,8.0,1.71,10.24,88.0
3012,170913,"yogurt, greek, nonfat, fruit on bottom, pomegranate, chobani",1,7.45,0.18,12.13,80.0
3013,170914,"yogurt, greek, blueberry, chobani",1,7.23,0.24,12.78,82.0
3014,170915,"yogurt, greek, nonfat, fruit on bottom, strawberry, chobani",1,7.28,0.23,11.86,79.0
3015,170916,"yogurt, greek, nonfat, fruit on bottom, blackberry, chobani",1,7.54,0.37,15.43,95.0
3016,170917,"spices, bay leaf",2,7.61,8.36,74.97,313.0
3017,170918,"spices, caraway seed",2,19.77,14.59,49.9,333.0
3018,170919,"spices, cardamom",2,10.76,6.7,68.47,311.0
3019,170920,"spices, celery seed",2,18.07,25.27,41.35,392.0
3020,170921,"spices, coriander leaf, dried",2,21.93,4.78,52.1,279.0
3021,170922,"spices, coriander seed",2,12.37,17.77,54.99,298.0
3022,170923,"spices, cumin seed",2,17.81,22.27,44.24,375.0
3023,170924,"spices, curry powder",2,14.29,14.01,55.83,325.0
3024,170925,"spices, dill seed",2,15.98,14.54,55.17,305.0
3025,170926,"spices, ginger, ground",2,8.98,4.24,71.62,335.0
3026,170927,"spices, mace, ground",2,6.71,32.38,50.5,475.0
3027,170928,"spices, marjoram, dried",2,12.66,7.04,60.56,271.0
3028,170929,"spices, mustard seed, ground",2,26.08,36.24,28.09,508.0
3029,170930,"spices, parsley, dried",2,26.63,5.48,50.64,292.0
3030,170931,"spices, pepper, black",2,10.39,3.26,63.95,251.0
3031,170932,"spices, pepper, red cayenne",2,12.01,17.27,56.63,318.0
3032,170933,"spices, pepper, white",2,10.4,2.12,68.61,296.0
3033,170934,"spices, saffron",2,11.43,5.85,65.37,310.0
3034,170935,"spices, sage, ground",2,10.63,12.75,60.73,315.0
3035,170936,"spices, savory, ground",2,6.73,5.91,68.73,272.0
3036,170937,"spices, tarragon, dried",2,22.77,7.24,50.22,295.0
3037,170938,"spices, thyme, dried",2,9.11,7.43,63.94,276.0
3038,171002,"salad dressing, kraft mayo light mayonnaise",4,0.6,32.9,8.5,334.0
3039,171003,"salad dressing, kraft mayo fat free mayonnaise dressing",4,0.2,0.0,15.8,64.0
3040,171004,"salad dressing, kraft miracle whip free nonfat dressing",4,0.2,2.7,15.5,84.0
3041,171005,"salad dressing, russian dressing",4,0.69,26.18,31.9,355.0
3042,171006,"salad dressing, sesame seed dressing",4,3.1,45.2,8.6,443.0
3043,171007,"salad dressing, russian dressing, low calorie",4,0.5,4.0,27.6,141.0
3044,171008,"salad dressing, thousand island dressing, reduced fat",4,0.83,11.32,24.06,195.0
3045,171009,"salad dressing, mayonnaise",4,0.96,74.85,0.57,680.0
3046,171010,"salad dressing, mayonnaise, soybean and safflower oil, with salt",4,1.1,79.4,2.7,717.0
3047,171011,"shortening, household, soybean-cottonseed",4,0.0,100.0,0.0,884.0
3048,171012,"oil, soybean, salad cooking,",4,0.0,100.0,0.0,884.0
3049,171013,"oil, rice bran",4,0.0,100.0,0.0,884.0
3050,171014,"oil, wheat germ",4,0.0,100.0,0.0,884.0
3051,171015,"oil, palm",4,0.0,100.0,0.0,884.0
3052,171016,"oil, sesame, salad cooking",4,0.0,100.0,0.0,884.0
3053,171017,"oil, sunflower, linoleic (less than 60%)",4,0.0,100.0,0.0,884.0
3054,171018,"margarine, hard, soybean ()",4,0.9,80.5,0.9,719.0
3055,171019,"salad dressing, italian dressing, commercial",4,0.41,21.12,12.12,240.0
3056,171020,"salad dressing, french dressing, commercial, salt",4,0.77,44.81,15.58,459.0
3057,171021,"salad dressing, french dressing, reduced fat, salt",4,0.58,13.46,29.28,233.0
3058,171022,"salad dressing, italian dressing, commercial, salt",4,0.38,28.37,10.43,292.0
3059,171023,"salad dressing, italian dressing, reduced fat, salt",4,0.47,6.38,4.57,76.0
3060,171024,"oil, cottonseed, salad cooking",4,0.0,100.0,0.0,884.0
3061,171025,"oil, sunflower, linoleic, (approx. 65%)",4,0.0,100.0,0.0,884.0
3062,171026,"oil, safflower, salad cooking, linoleic, (over 70%)",4,0.0,100.0,0.0,884.0
3063,171027,"oil, safflower, salad cooking, high oleic (primary safflower oil of commerce)",4,0.0,100.0,0.0,884.0
3064,171028,"oil, grapeseed",4,0.0,100.0,0.0,884.0
3065,171029,"oil, corn, and, purpose salad cooking",4,0.0,100.0,0.0,900.0
3066,171030,"oil, walnut",4,0.0,100.0,0.0,884.0
3067,171031,"oil, almond",4,0.0,100.0,0.0,884.0
3068,171032,"oil, apricot kernel",4,0.0,100.0,0.0,884.0
3069,171033,"oil, vegetable, natreon canola, high stability, non trans, high oleic (70%)",4,0.0,100.0,0.0,884.0
3070,171034,"salad dressing, honey mustard dressing, reduced calorie",4,0.98,10.0,28.26,207.0
3071,171035,"margarine-like spread, benecol light spread",4,0.0,38.71,5.71,357.0
3072,171036,"salad dressing, spray- dressing, assorted",4,0.16,10.75,16.6,165.0
3073,171037,"salad dressing, mayonnaise, light, smart balance, omega plus light",4,1.53,34.18,9.39,333.0
3074,171038,"margarine-like, vegetable oil spread, 60% fat, tub, with salt, with d",4,0.17,59.81,0.86,533.0
3075,171039,"margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with d",4,0.6,59.17,0.0,535.0
3076,171040,"margarine, 80% fat, stick, salt, with d",4,0.16,80.71,0.7,717.0
3077,171041,"margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, salt, with d",4,0.17,59.81,0.86,542.0
3078,171042,"oil, canola, high oleic",4,0.0,100.0,0.0,900.0
3079,171043,"salad dressing, honey mustard",4,0.87,40.83,23.33,464.0
3080,171044,"salad dressing, poppyseed, creamy",4,0.92,33.33,23.73,399.0
3081,171045,"salad dressing, caesar, fat-free",4,1.47,0.23,30.73,131.0
3082,171046,"dressing, honey mustard, fat-free",4,1.07,1.47,38.43,169.0
3083,171047,"chicken, meat and skin and giblets and neck",5,18.33,14.83,0.13,213.0
3084,171048,"chicken, meat and skin and giblets and neck, fried, batter",5,22.84,17.53,9.03,291.0
3085,171049,"chicken, meat and skin and giblets and neck, fried, flour",5,28.57,15.27,3.27,272.0
3086,171050,"chicken, meat and skin and giblets and neck, roasted",5,26.78,13.27,0.06,234.0
3087,171051,"chicken, meat and skin, stewed",5,24.68,12.56,0.0,219.0
3088,171052,"chicken, meat",5,21.39,3.08,0.0,119.0
3089,171053,"chicken, meat, fried",5,30.57,9.12,1.69,219.0
3090,171054,"chicken, meat, roasted",5,28.93,7.41,0.0,190.0
3091,171055,"chicken, skin, roasted",5,20.36,40.68,0.0,454.0
3092,171056,"chicken, skin, stewed",5,15.22,33.04,0.0,363.0
3093,171057,"chicken, giblets",5,17.88,4.47,1.8,124.0
3094,171058,"chicken, giblets, fried",5,32.54,13.46,4.35,277.0
3095,171059,"chicken, heart, classes, simmered",5,26.41,7.92,0.1,185.0
3096,171060,"chicken, liver, classes",5,16.92,4.83,0.73,119.0
3097,171061,"chicken, liver, classes, simmered",5,24.46,6.51,0.87,167.0
3098,171062,"chicken, light meat, meat and skin",5,20.27,11.07,0.0,186.0
3099,171063,"chicken, dark meat, meat and skin, fried, batter",5,21.85,18.64,9.38,298.0
3100,171064,"chicken, dark meat, meat and skin, fried, flour",5,27.22,16.91,4.08,285.0
3101,171065,"chicken, dark meat, meat and skin, roasted",5,25.97,15.78,0.0,253.0
3102,171066,"chicken, dark meat, meat and skin, stewed",5,23.5,14.66,0.0,233.0
3103,171067,"chicken, dark meat, meat",5,20.08,4.31,0.0,125.0
3104,171068,"chicken, dark meat, meat, fried",5,28.99,11.62,2.59,239.0
3105,171069,"chicken, dark meat, meat, roasted",5,27.37,9.73,0.0,205.0
3106,171070,"chicken, dark meat, meat, stewed",5,25.97,8.98,0.0,192.0
3107,171071,"chicken, back, meat and skin, roasted",5,25.95,20.97,0.0,300.0
3108,171072,"chicken, back, meat and skin, stewed",5,22.18,18.14,0.0,258.0
3109,171073,"chicken, back, meat",5,19.56,5.92,0.0,137.0
3110,171074,"chicken, back, meat, fried",5,29.99,15.32,5.68,288.0
3111,171075,"chicken, breast, meat and skin, roasted",5,29.8,7.78,0.0,197.0
3112,171076,"chicken, breast, meat and skin, stewed",5,27.39,7.42,0.0,184.0
3113,171077,"chicken, breast, skinless, boneless, meat",5,22.5,2.62,0.0,120.0
